,Event Name,Winner,Loser,Weight Class
3953,UFC Fight Night - Fight for the Troops,Mike Swick,Jonathan Goulet,Welterweight
3954,UFC Fight Night - Fight for the Troops,Steve Cantwell,Razak Al-Hassan,Light Heavyweight
3955,UFC Fight Night - Fight for the Troops,Tim Credeur,Nate Loughran,Middleweight
3956,UFC Fight Night - Fight for the Troops,Jim Miller,Matt Wiman,Lightweight
3957,UFC Fight Night - Fight for the Troops,Luigi Fioravanti,Brodie Farber,Welterweight
3958,UFC Fight Night - Fight for the Troops,Steve Bruno,Johnny Rees,Welterweight
3959,UFC Fight Night - Fight for the Troops,Ben Saunders,Brandon Wolff,Welterweight
3960,UFC Fight Night - Fight for the Troops,Dale Hartt,Corey Hill,Lightweight
3961,UFC Fight Night - Fight for the Troops,Justin McCully,Eddie Sanchez,Heavyweight
3962,UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,Heavyweight
3963,UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,Lightweight
3964,UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,Welterweight
3965,UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,Heavyweight
3966,UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,Middleweight
3967,UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,Lightweight
3968,UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,Lightweight
3969,UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,Lightweight
3970,UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,Welterweight
3971,UFC 90: Silva vs Cote,Anderson Silva,Patrick Cote,Middleweight
3972,UFC 90: Silva vs Cote,Thiago Alves,Josh Koscheck,Welterweight
3973,UFC 90: Silva vs Cote,Gray Maynard,Rich Clementi,Lightweight
3974,UFC 90: Silva vs Cote,Junior Dos Santos,Fabricio Werdum,Heavyweight
3975,UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,Lightweight
3976,UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,Middleweight
3977,UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,Lightweight
3978,UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,Middleweight
3979,UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,Lightweight
3980,UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,Welterweight
3981,UFC 89: Bisping vs Leben,Michael Bisping,Chris Leben,Middleweight
3982,UFC 89: Bisping vs Leben,Keith Jardine,Brandon Vera,Light Heavyweight
3983,UFC 89: Bisping vs Leben,Luiz Cane,Rameau Thierry Sokoudjou,Light Heavyweight
3984,UFC 89: Bisping vs Leben,Chris Lytle,Paul Taylor,Welterweight
3985,UFC 89: Bisping vs Leben,Marcus Davis,Paul Kelly,Welterweight
3986,UFC 89: Bisping vs Leben,Dan Hardy,Akihiro Gono,Welterweight
3987,UFC 89: Bisping vs Leben,Shane Carwin,Neil Wain,Heavyweight
3988,UFC 89: Bisping vs Leben,David Bielkheden,Jess Liaudin,Lightweight
3989,UFC 89: Bisping vs Leben,Terry Etim,Sam Stout,Lightweight
3990,UFC 89: Bisping vs Leben,Jim Miller,David Baron,Lightweight
3991,UFC 89: Bisping vs Leben,Per Eklund,Samy Schiavo,Lightweight
3992,UFC Fight Night: Diaz vs Neer,Nate Diaz,Josh Neer,Lightweight
3993,UFC Fight Night: Diaz vs Neer,Clay Guida,Mac Danzig,Lightweight
3994,UFC Fight Night: Diaz vs Neer,Alan Belcher,Ed Herman,Middleweight
3995,UFC Fight Night: Diaz vs Neer,Eric Schafer,Houston Alexander,Light Heavyweight
3996,UFC Fight Night: Diaz vs Neer,Alessio Sakara,Joe Vedepo,Middleweight
3997,UFC Fight Night: Diaz vs Neer,Wilson Gouveia,Ryan Jensen,Middleweight
3998,UFC Fight Night: Diaz vs Neer,Joe Lauzon,Kyle Bradley,Lightweight
3999,UFC Fight Night: Diaz vs Neer,Jason Brilz,Brad Morris,Light Heavyweight
4000,UFC Fight Night: Diaz vs Neer,Mike Massenzio,Drew McFedries,Middleweight
4001,UFC Fight Night: Diaz vs Neer,Dan Miller,Rob Kimmons,Middleweight
4002,UFC 88: Breakthrough,Rashad Evans,Chuck Liddell,Light Heavyweight
4003,UFC 88: Breakthrough,Rich Franklin,Matt Hamill,Light Heavyweight
4004,UFC 88: Breakthrough,Dan Henderson,Rousimar Palhares,Middleweight
4005,UFC 88: Breakthrough,Nate Marquardt,Martin Kampmann,Middleweight
4006,UFC 88: Breakthrough,Dong Hyun Kim,Matt Brown,Welterweight
4007,UFC 88: Breakthrough,Kurt Pellegrino,Thiago Tavares,Lightweight
4008,UFC 88: Breakthrough,Tim Boetsch,Michael Patt,Light Heavyweight
4009,UFC 88: Breakthrough,Jason MacDonald,Jason Lambert,Middleweight
4010,UFC 88: Breakthrough,Ryo Chonan,Roan Carneiro,Welterweight
4011,UFC 87: Seek And Destroy,Georges St-Pierre,Jon Fitch,Welterweight
4012,UFC 87: Seek And Destroy,Brock Lesnar,Heath Herring,Heavyweight
4013,UFC 87: Seek And Destroy,Rob Emerson,Manvel Gamburyan,Lightweight
4014,UFC 87: Seek And Destroy,Kenny Florian,Roger Huerta,Lightweight
4015,UFC 87: Seek And Destroy,Demian Maia,Jason MacDonald,Middleweight
4016,UFC 87: Seek And Destroy,Tamdan McCrory,Luke Cummo,Welterweight
4017,UFC 87: Seek And Destroy,Cheick Kongo,Dan Evensen,Heavyweight
4018,UFC 87: Seek And Destroy,Jon Jones,Andre Gusmao,Light Heavyweight
4019,UFC 87: Seek And Destroy,Chris Wilson,Steve Bruno,Welterweight
4020,UFC 87: Seek And Destroy,Ben Saunders,Ryan Thomas,Welterweight
4021,UFC: Silva vs Irvin,Anderson Silva,James Irvin,Light Heavyweight
4022,UFC: Silva vs Irvin,Brandon Vera,Reese Andy,Light Heavyweight
4023,UFC: Silva vs Irvin,Frankie Edgar,Hermes Franca,Lightweight
4024,UFC: Silva vs Irvin,Cain Velasquez,Jake O'Brien,Heavyweight
4025,UFC: Silva vs Irvin,Kevin Burns,Anthony Johnson,Welterweight
4026,UFC: Silva vs Irvin,CB Dollaway,Jesse Taylor,Middleweight
4027,UFC: Silva vs Irvin,Tim Credeur,Cale Yarbrough,Middleweight
4028,UFC: Silva vs Irvin,Rory Markham,Brodie Farber,Welterweight
4029,UFC: Silva vs Irvin,Nate Loughran,Johnny Rees,Middleweight
4030,UFC: Silva vs Irvin,Brad Blackburn,James Giboo,Welterweight
4031,UFC: Silva vs Irvin,Shannon Gugerty,Dale Hartt,Lightweight
4032,UFC 86: Jackson vs Griffin,Forrest Griffin,Rampage Jackson,Light Heavyweight
4033,UFC 86: Jackson vs Griffin,Patrick Cote,Ricardo Almeida,Middleweight
4034,UFC 86: Jackson vs Griffin,Joe Stevenson,Gleison Tibau,Lightweight
4035,UFC 86: Jackson vs Griffin,Josh Koscheck,Chris Lytle,Welterweight
4036,UFC 86: Jackson vs Griffin,Tyson Griffin,Marcus Aurelio,Lightweight
4037,UFC 86: Jackson vs Griffin,Gabriel Gonzaga,Justin McCully,Heavyweight
4038,UFC 86: Jackson vs Griffin,Cole Miller,Jorge Gurgel,Lightweight
4039,UFC 86: Jackson vs Griffin,Melvin Guillard,Dennis Siver,Lightweight
4040,UFC 86: Jackson vs Griffin,Justin Buchholz,Corey Hill,Lightweight
4041,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Kendall Grove,Evan Tanner,Middleweight
4042,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Amir Sadollah,CB Dollaway,Middleweight
4043,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Diego Sanchez,Luigi Fioravanti,Welterweight
4044,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Spencer Fisher,Jeremy Stephens,Lightweight
4045,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Matthew Riddle,Dante Rivera,Middleweight
4046,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Dustin Hazelett,Joshua Burkman,Welterweight
4047,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Drew McFedries,Marvin Eastman,Middleweight
4048,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Matt Brown,Matt Arroyo,Welterweight
4049,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Dean Lister,Jeremy Horn,Middleweight
4050,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,Rob Kimmons,Rob Yundt,Middleweight
4051,UFC 85: Bedlam,Thiago Alves,Matt Hughes,Welterweight
4052,UFC 85: Bedlam,Michael Bisping,Jason Day,Middleweight
4053,UFC 85: Bedlam,Mike Swick,Marcus Davis,Welterweight
4054,UFC 85: Bedlam,Thales Leites,Nate Marquardt,Middleweight
4055,UFC 85: Bedlam,Fabricio Werdum,Brandon Vera,Heavyweight
4056,UFC 85: Bedlam,Martin Kampmann,Jorge Rivera,Middleweight
4057,UFC 85: Bedlam,Matt Wiman,Thiago Tavares,Lightweight
4058,UFC 85: Bedlam,Kevin Burns,Roan Carneiro,Welterweight
4059,UFC 85: Bedlam,Luiz Cane,Jason Lambert,Light Heavyweight
4060,UFC 85: Bedlam,Paul Taylor,Jess Liaudin,Welterweight
4061,UFC 85: Bedlam,Antoni Hardonk,Eddie Sanchez,Heavyweight
4062,UFC 84: Ill Will,BJ Penn,Sean Sherk,Lightweight
4063,UFC 84: Ill Will,Wanderlei Silva,Keith Jardine,Light Heavyweight
4064,UFC 84: Ill Will,Goran Reljic,Wilson Gouveia,Light Heavyweight
4065,UFC 84: Ill Will,Lyoto Machida,Tito Ortiz,Light Heavyweight
4066,UFC 84: Ill Will,Thiago Silva,Antonio Mendes,Light Heavyweight
4067,UFC 84: Ill Will,Rousimar Palhares,Ivan Salaverry,Middleweight
4068,UFC 84: Ill Will,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Light Heavyweight
4069,UFC 84: Ill Will,Rich Clementi,Terry Etim,Lightweight
4070,UFC 84: Ill Will,Yoshiyuki Yoshida,Jon Koppenhaver,Welterweight
4071,UFC 84: Ill Will,Dong Hyun Kim,Jason Tan,Welterweight
4072,UFC 84: Ill Will,Shane Carwin,Christian Wellisch,Heavyweight
4073,UFC 83: Serra vs St-Pierre 2,Georges St-Pierre,Matt Serra,Welterweight
4074,UFC 83: Serra vs St-Pierre 2,Rich Franklin,Travis Lutter,Middleweight
4075,UFC 83: Serra vs St-Pierre 2,Nate Quarry,Kalib Starnes,Middleweight
4076,UFC 83: Serra vs St-Pierre 2,Michael Bisping,Charles McCarthy,Middleweight
4077,UFC 83: Serra vs St-Pierre 2,Mac Danzig,Mark Bocek,Lightweight
4078,UFC 83: Serra vs St-Pierre 2,Jason MacDonald,Joe Doerksen,Middleweight
4079,UFC 83: Serra vs St-Pierre 2,Jason Day,Alan Belcher,Middleweight
4080,UFC 83: Serra vs St-Pierre 2,Demian Maia,Ed Herman,Middleweight
4081,UFC 83: Serra vs St-Pierre 2,Rich Clementi,Sam Stout,Lightweight
4082,UFC 83: Serra vs St-Pierre 2,Cain Velasquez,Brad Morris,Heavyweight
4083,UFC 83: Serra vs St-Pierre 2,Jonathan Goulet,Kuniyoshi Hironaka,Welterweight
4084,UFC Fight Night: Florian vs Lauzon,Kenny Florian,Joe Lauzon,Lightweight
4085,UFC Fight Night: Florian vs Lauzon,Gray Maynard,Frankie Edgar,Lightweight
4086,UFC Fight Night: Florian vs Lauzon,Thiago Alves,Karo Parisyan,Welterweight
4087,UFC Fight Night: Florian vs Lauzon,Matt Hamill,Tim Boetsch,Light Heavyweight
4088,UFC Fight Night: Florian vs Lauzon,Nate Diaz,Kurt Pellegrino,Lightweight
4089,UFC Fight Night: Florian vs Lauzon,James Irvin,Houston Alexander,Light Heavyweight
4090,UFC Fight Night: Florian vs Lauzon,Josh Neer,Din Thomas,Lightweight
4091,UFC Fight Night: Florian vs Lauzon,Marcus Aurelio,Ryan Roberts,Lightweight
4092,UFC Fight Night: Florian vs Lauzon,Manvel Gamburyan,Jeff Cox,Lightweight
4093,UFC Fight Night: Florian vs Lauzon,Clay Guida,Samy Schiavo,Lightweight
4094,UFC Fight Night: Florian vs Lauzon,George Sotiropoulos,Roman Mitichyan,Welterweight
4095,UFC Fight Night: Florian vs Lauzon,Anthony Johnson,Tommy Speer,Welterweight
4096,UFC 82: Pride of a Champion,Anderson Silva,Dan Henderson,Middleweight
4097,UFC 82: Pride of a Champion,Heath Herring,Cheick Kongo,Heavyweight
4098,UFC 82: Pride of a Champion,Chris Leben,Alessio Sakara,Middleweight
4099,UFC 82: Pride of a Champion,Yushin Okami,Evan Tanner,Middleweight
4100,UFC 82: Pride of a Champion,Jon Fitch,Chris Wilson,Welterweight
4101,UFC 82: Pride of a Champion,Andrei Arlovski,Jake O'Brien,Heavyweight
4102,UFC 82: Pride of a Champion,Luigi Fioravanti,Luke Cummo,Welterweight
4103,UFC 82: Pride of a Champion,Josh Koscheck,Dustin Hazelett,Welterweight
4104,UFC 82: Pride of a Champion,Diego Sanchez,David Bielkheden,Welterweight
4105,UFC 82: Pride of a Champion,Jorge Gurgel,John Halverson,Lightweight
4106,UFC 81: Breaking Point,Minotauro Nogueira,Tim Sylvia,Heavyweight
4107,UFC 81: Breaking Point,Frank Mir,Brock Lesnar,Heavyweight
4108,UFC 81: Breaking Point,Nate Marquardt,Jeremy Horn,Middleweight
4109,UFC 81: Breaking Point,Ricardo Almeida,Rob Yundt,Middleweight
4110,UFC 81: Breaking Point,Tyson Griffin,Gleison Tibau,Lightweight
4111,UFC 81: Breaking Point,Chris Lytle,Kyle Bradley,Welterweight
4112,UFC 81: Breaking Point,Tim Boetsch,David Heath,Light Heavyweight
4113,UFC 81: Breaking Point,Marvin Eastman,Terry Martin,Middleweight
4114,UFC 81: Breaking Point,Rob Emerson,Keita Nakamura,Lightweight
4115,UFC Fight Night: Swick vs Burkman,Mike Swick,Joshua Burkman,Welterweight
4116,UFC Fight Night: Swick vs Burkman,Patrick Cote,Drew McFedries,Middleweight
4117,UFC Fight Night: Swick vs Burkman,Thiago Tavares,Michihiro Omigawa,Lightweight
4118,UFC Fight Night: Swick vs Burkman,Nate Diaz,Alvin Robinson,Lightweight
4119,UFC Fight Night: Swick vs Burkman,Kurt Pellegrino,Alberto Crane,Lightweight
4120,UFC Fight Night: Swick vs Burkman,Gray Maynard,Dennis Siver,Lightweight
4121,UFC Fight Night: Swick vs Burkman,Jeremy Stephens,Cole Miller,Lightweight
4122,UFC Fight Night: Swick vs Burkman,Corey Hill,Joe Veres,Lightweight
4123,UFC Fight Night: Swick vs Burkman,Matt Wiman,Justin Buchholz,Lightweight
4124,UFC 80: Rapid Fire,BJ Penn,Joe Stevenson,Lightweight
4125,UFC 80: Rapid Fire,Fabricio Werdum,Gabriel Gonzaga,Heavyweight
4126,UFC 80: Rapid Fire,Marcus Davis,Jess Liaudin,Welterweight
4127,UFC 80: Rapid Fire,Wilson Gouveia,Jason Lambert,Light Heavyweight
4128,UFC 80: Rapid Fire,Jorge Rivera,Kendall Grove,Middleweight
4129,UFC 80: Rapid Fire,Antoni Hardonk,Colin Robinson,Heavyweight
4130,UFC 80: Rapid Fire,Paul Kelly,Paul Taylor,Welterweight
4131,UFC 80: Rapid Fire,Alessio Sakara,James Lee,Light Heavyweight
4132,UFC 80: Rapid Fire,Sam Stout,Per Eklund,Lightweight
4133,UFC 79: Nemesis,Georges St-Pierre,Matt Hughes,Welterweight
4134,UFC 79: Nemesis,Chuck Liddell,Wanderlei Silva,Light Heavyweight
4135,UFC 79: Nemesis,Eddie Sanchez,Soa Palelei,Heavyweight
4136,UFC 79: Nemesis,Lyoto Machida,Rameau Thierry Sokoudjou,Light Heavyweight
4137,UFC 79: Nemesis,Rich Clementi,Melvin Guillard,Lightweight
4138,UFC 79: Nemesis,James Irvin,Luiz Cane,Light Heavyweight
4139,UFC 79: Nemesis,Manvel Gamburyan,Nate Mohr,Lightweight
4140,UFC 79: Nemesis,Dean Lister,Jordan Radev,Middleweight
4141,UFC 79: Nemesis,Roan Carneiro,Tony DeSouza,Welterweight
4142,UFC 79: Nemesis,Mark Bocek,Doug Evans,Lightweight
4143,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Roger Huerta,Clay Guida,Lightweight
4144,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Mac Danzig,Tommy Speer,Welterweight
4145,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Jon Koppenhaver,Jared Rollins,Welterweight
4146,The Ultimate Fighter: Team Serra vs Team Hughes Finale,George Sotiropoulos,Billy Miles,Welterweight
4147,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Ben Saunders,Dan Barrera,Welterweight
4148,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Troy Mandaloniz,Richie Hightower,Welterweight
4149,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Matt Arroyo,John Kolosci,Welterweight
4150,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Roman Mitichyan,Dorian Price,Welterweight
4151,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Jonathan Goulet,Paul Georgieff,Welterweight
4152,UFC 78: Validation,Rashad Evans,Michael Bisping,Light Heavyweight
4153,UFC 78: Validation,Thiago Silva,Houston Alexander,Light Heavyweight
4154,UFC 78: Validation,Karo Parisyan,Ryo Chonan,Welterweight
4155,UFC 78: Validation,Ed Herman,Joe Doerksen,Middleweight
4156,UFC 78: Validation,Frankie Edgar,Spencer Fisher,Lightweight
4157,UFC 78: Validation,Thiago Alves,Chris Lytle,Welterweight
4158,UFC 78: Validation,Joe Lauzon,Jason Reinhardt,Lightweight
4159,UFC 78: Validation,Marcus Aurelio,Luke Caudillo,Lightweight
4160,UFC 78: Validation,Akihiro Gono,Tamdan McCrory,Welterweight
4161,UFC 77: Hostile Territory,Anderson Silva,Rich Franklin,Middleweight
4162,UFC 77: Hostile Territory,Tim Sylvia,Brandon Vera,Heavyweight
4163,UFC 77: Hostile Territory,Alvin Robinson,Jorge Gurgel,Lightweight
4164,UFC 77: Hostile Territory,Stephan Bonnar,Eric Schafer,Light Heavyweight
4165,UFC 77: Hostile Territory,Alan Belcher,Kalib Starnes,Middleweight
4166,UFC 77: Hostile Territory,Yushin Okami,Jason MacDonald,Middleweight
4167,UFC 77: Hostile Territory,Demian Maia,Ryan Jensen,Middleweight
4168,UFC 77: Hostile Territory,Joshua Burkman,Forrest Petz,Welterweight
4169,UFC 77: Hostile Territory,Matt Grice,Jason Black,Lightweight
4170,UFC 76: Knockout,Keith Jardine,Chuck Liddell,Light Heavyweight
4171,UFC 76: Knockout,Forrest Griffin,Mauricio Rua,Light Heavyweight
4172,UFC 76: Knockout,Jon Fitch,Diego Sanchez,Welterweight
4173,UFC 76: Knockout,Lyoto Machida,Kazuhiro Nakamura,Light Heavyweight
4174,UFC 76: Knockout,Tyson Griffin,Thiago Tavares,Lightweight
4175,UFC 76: Knockout,Rich Clementi,Anthony Johnson,Welterweight
4176,UFC 76: Knockout,Jeremy Stephens,Diego Saraiva,Lightweight
4177,UFC 76: Knockout,Christian Wellisch,Scott Junk,Heavyweight
4178,UFC 76: Knockout,Matt Wiman,Michihiro Omigawa,Lightweight
4179,UFC Fight Night: Thomas vs Florian,Kenny Florian,Din Thomas,Lightweight
4180,UFC Fight Night: Thomas vs Florian,Chris Leben,Terry Martin,Middleweight
4181,UFC Fight Night: Thomas vs Florian,Nate Diaz,Junior Assuncao,Lightweight
4182,UFC Fight Night: Thomas vs Florian,Nate Quarry,Pete Sell,Middleweight
4183,UFC Fight Night: Thomas vs Florian,Luke Cummo,Edilberto de Oliveira,Welterweight
4184,UFC Fight Night: Thomas vs Florian,Cole Miller,Leonard Garcia,Lightweight
4185,UFC Fight Night: Thomas vs Florian,Gray Maynard,Joe Veres,Lightweight
4186,UFC Fight Night: Thomas vs Florian,Thiago Alves,Kuniyoshi Hironaka,Welterweight
4187,UFC Fight Night: Thomas vs Florian,Dustin Hazelett,Jonathan Goulet,Welterweight
4188,UFC 75: Champion vs Champion,Rampage Jackson,Dan Henderson,Light Heavyweight
4189,UFC 75: Champion vs Champion,Michael Bisping,Matt Hamill,Light Heavyweight
4190,UFC 75: Champion vs Champion,Cheick Kongo,Mirko Cro Cop,Heavyweight
4191,UFC 75: Champion vs Champion,Marcus Davis,Paul Taylor,Welterweight
4192,UFC 75: Champion vs Champion,Houston Alexander,Alessio Sakara,Light Heavyweight
4193,UFC 75: Champion vs Champion,Gleison Tibau,Terry Etim,Lightweight
4194,UFC 75: Champion vs Champion,Thiago Silva,Tomasz Drwal,Light Heavyweight
4195,UFC 75: Champion vs Champion,Dennis Siver,Naoyuki Kotani,Lightweight
4196,UFC 75: Champion vs Champion,Jess Liaudin,Anthony Torres,Welterweight
4197,UFC 74: Respect,Randy Couture,Gabriel Gonzaga,Heavyweight
4198,UFC 74: Respect,Georges St-Pierre,Josh Koscheck,Welterweight
4199,UFC 74: Respect,Roger Huerta,Alberto Crane,Lightweight
4200,UFC 74: Respect,Joe Stevenson,Kurt Pellegrino,Lightweight
4201,UFC 74: Respect,Patrick Cote,Kendall Grove,Middleweight
4202,UFC 74: Respect,Renato Sobral,David Heath,Light Heavyweight
4203,UFC 74: Respect,Frank Mir,Antoni Hardonk,Heavyweight
4204,UFC 74: Respect,Thales Leites,Ryan Jensen,Middleweight
4205,UFC 74: Respect,Clay Guida,Marcus Aurelio,Lightweight
4206,UFC 73: Stacked,Kenny Florian,Alvin Robinson,Lightweight
4207,UFC 73: Stacked,Anderson Silva,Nate Marquardt,Middleweight
4208,UFC 73: Stacked,Rashad Evans,Tito Ortiz,Light Heavyweight
4209,UFC 73: Stacked,Sean Sherk,Hermes Franca,Lightweight
4210,UFC 73: Stacked,Minotauro Nogueira,Heath Herring,Heavyweight
4211,UFC 73: Stacked,Stephan Bonnar,Mike Nickels,Light Heavyweight
4212,UFC 73: Stacked,Jorge Gurgel,Diego Saraiva,Lightweight
4213,UFC 73: Stacked,Chris Lytle,Jason Gilliam,Welterweight
4214,UFC 73: Stacked,Frankie Edgar,Mark Bocek,Lightweight
4215,The Ultimate Fighter 5 Finale,BJ Penn,Jens Pulver,Lightweight
4216,The Ultimate Fighter 5 Finale,Nate Diaz,Manvel Gamburyan,Lightweight
4217,The Ultimate Fighter 5 Finale,Thales Leites,Floyd Sword,Middleweight
4218,The Ultimate Fighter 5 Finale,Roger Huerta,Doug Evans,Lightweight
4219,The Ultimate Fighter 5 Finale,Joe Lauzon,Brandon Melendez,Lightweight
4220,The Ultimate Fighter 5 Finale,Cole Miller,Andy Wang,Lightweight
4221,The Ultimate Fighter 5 Finale,Gray Maynard,Rob Emerson,Lightweight
4222,The Ultimate Fighter 5 Finale,Leonard Garcia,Allen Berube,Lightweight
4223,The Ultimate Fighter 5 Finale,Matt Wiman,Brian Geraghty,Lightweight
4224,UFC 72: Victory,Rich Franklin,Yushin Okami,Middleweight
4225,UFC 72: Victory,Forrest Griffin,Hector Ramirez,Light Heavyweight
4226,UFC 72: Victory,Jason MacDonald,Rory Singer,Middleweight
4227,UFC 72: Victory,Tyson Griffin,Clay Guida,Lightweight
4228,UFC 72: Victory,Ed Herman,Scott Smith,Middleweight
4229,UFC 72: Victory,Marcus Davis,Jason Tan,Welterweight
4230,UFC 72: Victory,Eddie Sanchez,Colin Robinson,Heavyweight
4231,UFC 72: Victory,Dustin Hazelett,Stevie Lynch,Welterweight
4232,UFC Fight Night: Stout vs Fisher,Spencer Fisher,Sam Stout,Lightweight
4233,UFC Fight Night: Stout vs Fisher,Jon Fitch,Roan Carneiro,Welterweight
4234,UFC Fight Night: Stout vs Fisher,Drew McFedries,Jordan Radev,Middleweight
4235,UFC Fight Night: Stout vs Fisher,Thiago Tavares,Jason Black,Lightweight
4236,UFC Fight Night: Stout vs Fisher,Forrest Petz,Luigi Fioravanti,Welterweight
4237,UFC Fight Night: Stout vs Fisher,Tamdan McCrory,Pete Spratt,Welterweight
4238,UFC Fight Night: Stout vs Fisher,Gleison Tibau,Jeff Cox,Lightweight
4239,UFC Fight Night: Stout vs Fisher,Anthony Johnson,Chad Reiner,Welterweight
4240,UFC Fight Night: Stout vs Fisher,Nate Mohr,Luke Caudillo,Lightweight
4241,UFC 71: Liddell vs Jackson,Rampage Jackson,Chuck Liddell,Light Heavyweight
4242,UFC 71: Liddell vs Jackson,Karo Parisyan,Joshua Burkman,Welterweight
4243,UFC 71: Liddell vs Jackson,Terry Martin,Ivan Salaverry,Middleweight
4244,UFC 71: Liddell vs Jackson,Houston Alexander,Keith Jardine,Light Heavyweight
4245,UFC 71: Liddell vs Jackson,Kalib Starnes,Chris Leben,Middleweight
4246,UFC 71: Liddell vs Jackson,Thiago Silva,James Irvin,Light Heavyweight
4247,UFC 71: Liddell vs Jackson,Alan Belcher,Sean Salmon,Light Heavyweight
