,Event Name,Winner,Loser,Weight Class
3632,UFC 113: Machida vs Shogun 2,Mike Guymon,Yoshiyuki Yoshida,Welterweight
3633,UFC 113: Machida vs Shogun 2,John Salter,Jason MacDonald,Middleweight
3634,UFC 112: Invincible,Anderson Silva,Demian Maia,Middleweight
3635,UFC 112: Invincible,Frankie Edgar,BJ Penn,Lightweight
3636,UFC 112: Invincible,Matt Hughes,Renzo Gracie,Welterweight
3637,UFC 112: Invincible,Rafael Dos Anjos,Terry Etim,Lightweight
3638,UFC 112: Invincible,Mark Munoz,Kendall Grove,Middleweight
3639,UFC 112: Invincible,Phil Davis,Alexander Gustafsson,Light Heavyweight
3640,UFC 112: Invincible,Rick Story,Nick Osipczak,Welterweight
3641,UFC 112: Invincible,DaMarques Johnson,Brad Blackburn,Welterweight
3642,UFC 112: Invincible,Paul Kelly,Matt Veach,Lightweight
3643,UFC 112: Invincible,Jon Madsen,Mostapha Al-Turk,Heavyweight
3644,UFC Fight Night: Florian vs Gomi,Kenny Florian,Takanori Gomi,Lightweight
3645,UFC Fight Night: Florian vs Gomi,Roy Nelson,Stefan Struve,Heavyweight
3646,UFC Fight Night: Florian vs Gomi,Jorge Rivera,Nate Quarry,Middleweight
3647,UFC Fight Night: Florian vs Gomi,Ross Pearson,Dennis Siver,Lightweight
3648,UFC Fight Night: Florian vs Gomi,Andre Winner,Rafaello Oliveira,Lightweight
3649,UFC Fight Night: Florian vs Gomi,Jacob Volkmann,Ronys Torres,Lightweight
3650,UFC Fight Night: Florian vs Gomi,Nik Lentz,Rob Emerson,Lightweight
3651,UFC Fight Night: Florian vs Gomi,Gleison Tibau,Caol Uno,Lightweight
3652,UFC Fight Night: Florian vs Gomi,Yushin Okami,Lucio Linhares,Middleweight
3653,UFC Fight Night: Florian vs Gomi,Gerald Harris,Mario Miranda,Middleweight
3654,UFC Fight Night: Florian vs Gomi,Charlie Brenneman,Jason High,Welterweight
3655,UFC 111: St-Pierre vs Hardy,Georges St-Pierre,Dan Hardy,Welterweight
3656,UFC 111: St-Pierre vs Hardy,Shane Carwin,Frank Mir,Heavyweight
3657,UFC 111: St-Pierre vs Hardy,Kurt Pellegrino,Fabricio Camoes,Lightweight
3658,UFC 111: St-Pierre vs Hardy,Jon Fitch,Ben Saunders,Welterweight
3659,UFC 111: St-Pierre vs Hardy,Jim Miller,Mark Bocek,Lightweight
3660,UFC 111: St-Pierre vs Hardy,Nate Diaz,Rory Markham,Welterweight
3661,UFC 111: St-Pierre vs Hardy,Ricardo Almeida,Matt Brown,Welterweight
3662,UFC 111: St-Pierre vs Hardy,Rousimar Palhares,Tomasz Drwal,Middleweight
3663,UFC 111: St-Pierre vs Hardy,Jared Hamman,Rodney Wallace,Light Heavyweight
3664,UFC 111: St-Pierre vs Hardy,Matthew Riddle,Greg Soto,Welterweight
3665,UFC on Versus: Vera vs Jones,Jon Jones,Brandon Vera,Light Heavyweight
3666,UFC on Versus: Vera vs Jones,Junior Dos Santos,Gabriel Gonzaga,Heavyweight
3667,UFC on Versus: Vera vs Jones,Cheick Kongo,Paul Buentello,Heavyweight
3668,UFC on Versus: Vera vs Jones,Alessio Sakara,James Irvin,Middleweight
3669,UFC on Versus: Vera vs Jones,Clay Guida,Shannon Gugerty,Lightweight
3670,UFC on Versus: Vera vs Jones,Vladimir Matyushenko,Eliot Marshall,Light Heavyweight
3671,UFC on Versus: Vera vs Jones,Darren Elkins,Duane Ludwig,Lightweight
3672,UFC on Versus: Vera vs Jones,John Howard,Daniel Roberts,Welterweight
3673,UFC on Versus: Vera vs Jones,Brendan Schaub,Chase Gormley,Heavyweight
3674,UFC on Versus: Vera vs Jones,Mike Pierce,Julio Paulino,Welterweight
3675,UFC on Versus: Vera vs Jones,Jason Brilz,Eric Schafer,Light Heavyweight
3676,UFC 110: Nogueira vs Velasquez,Cain Velasquez,Minotauro Nogueira,Heavyweight
3677,UFC 110: Nogueira vs Velasquez,Wanderlei Silva,Michael Bisping,Middleweight
3678,UFC 110: Nogueira vs Velasquez,George Sotiropoulos,Joe Stevenson,Lightweight
3679,UFC 110: Nogueira vs Velasquez,Ryan Bader,Keith Jardine,Light Heavyweight
3680,UFC 110: Nogueira vs Velasquez,Mirko Cro Cop,Anthony Perosh,Heavyweight
3681,UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski,Stephan Bonnar,Light Heavyweight
3682,UFC 110: Nogueira vs Velasquez,Chris Lytle,Brian Foster,Welterweight
3683,UFC 110: Nogueira vs Velasquez,CB Dollaway,Goran Reljic,Middleweight
3684,UFC 110: Nogueira vs Velasquez,James Te Huna,Igor Pokrajac,Light Heavyweight
3685,UFC 109: Relentless,Randy Couture,Mark Coleman,Light Heavyweight
3686,UFC 109: Relentless,Chael Sonnen,Nate Marquardt,Middleweight
3687,UFC 109: Relentless,Paulo Thiago,Mike Swick,Welterweight
3688,UFC 109: Relentless,Demian Maia,Dan Miller,Middleweight
3689,UFC 109: Relentless,Matt Serra,Frank Trigg,Welterweight
3690,UFC 109: Relentless,Mac Danzig,Justin Buchholz,Lightweight
3691,UFC 109: Relentless,Melvin Guillard,Ronys Torres,Lightweight
3692,UFC 109: Relentless,Rob Emerson,Phillipe Nover,Lightweight
3693,UFC 109: Relentless,Phil Davis,Brian Stann,Light Heavyweight
3694,UFC 109: Relentless,Chris Tuchscherer,Tim Hague,Heavyweight
3695,UFC 109: Relentless,Joey Beltran,Rolles Gracie,Heavyweight
3696,UFC Fight Night: Maynard vs Diaz,Gray Maynard,Nate Diaz,Lightweight
3697,UFC Fight Night: Maynard vs Diaz,Evan Dunham,Efrain Escudero,Lightweight
3698,UFC Fight Night: Maynard vs Diaz,Aaron Simpson,Tom Lawlor,Middleweight
3699,UFC Fight Night: Maynard vs Diaz,Amir Sadollah,Brad Blackburn,Welterweight
3700,UFC Fight Night: Maynard vs Diaz,Chris Leben,Jay Silva,Middleweight
3701,UFC Fight Night: Maynard vs Diaz,Rick Story,Jesse Lennox,Welterweight
3702,UFC Fight Night: Maynard vs Diaz,Thiago Tavares,Nik Lentz,Lightweight
3703,UFC Fight Night: Maynard vs Diaz,Rory MacDonald,Mike Guymon,Welterweight
3704,UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos,Kyle Bradley,Lightweight
3705,UFC Fight Night: Maynard vs Diaz,Gerald Harris,John Salter,Middleweight
3706,UFC Fight Night: Maynard vs Diaz,Nick Catone,Jesse Forbes,Middleweight
3707,UFC 108: Evans vs Silva,Rashad Evans,Thiago Silva,Light Heavyweight
3708,UFC 108: Evans vs Silva,Paul Daley,Dustin Hazelett,Welterweight
3709,UFC 108: Evans vs Silva,Sam Stout,Joe Lauzon,Lightweight
3710,UFC 108: Evans vs Silva,Jim Miller,Duane Ludwig,Lightweight
3711,UFC 108: Evans vs Silva,Junior Dos Santos,Gilbert Yvel,Heavyweight
3712,UFC 108: Evans vs Silva,Martin Kampmann,Jacob Volkmann,Welterweight
3713,UFC 108: Evans vs Silva,Cole Miller,Dan Lauzon,Lightweight
3714,UFC 108: Evans vs Silva,Mark Munoz,Ryan Jensen,Middleweight
3715,UFC 108: Evans vs Silva,Jake Ellenberger,Mike Pyle,Welterweight
3716,UFC 108: Evans vs Silva,Rafaello Oliveira,John Gunderson,Lightweight
3717,UFC 107: Penn vs Sanchez,BJ Penn,Diego Sanchez,Lightweight
3718,UFC 107: Penn vs Sanchez,Frank Mir,Cheick Kongo,Heavyweight
3719,UFC 107: Penn vs Sanchez,Jon Fitch,Mike Pierce,Welterweight
3720,UFC 107: Penn vs Sanchez,Kenny Florian,Clay Guida,Lightweight
3721,UFC 107: Penn vs Sanchez,Stefan Struve,Paul Buentello,Heavyweight
3722,UFC 107: Penn vs Sanchez,Alan Belcher,Wilson Gouveia,Catch Weight
3723,UFC 107: Penn vs Sanchez,Matt Wiman,Shane Nelson,Lightweight
3724,UFC 107: Penn vs Sanchez,Johny Hendricks,Ricardo Funch,Welterweight
3725,UFC 107: Penn vs Sanchez,Rousimar Palhares,Lucio Linhares,Middleweight
3726,UFC 107: Penn vs Sanchez,DaMarques Johnson,Edgar Garcia,Welterweight
3727,UFC 107: Penn vs Sanchez,TJ Grant,Kevin Burns,Welterweight
3728,The Ultimate Fighter: Heavyweights Finale,Roy Nelson,Brendan Schaub,Heavyweight
3729,The Ultimate Fighter: Heavyweights Finale,Matt Hamill,Jon Jones,Light Heavyweight
3730,The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson,Houston Alexander,Catch Weight
3731,The Ultimate Fighter: Heavyweights Finale,Frankie Edgar,Matt Veach,Lightweight
3732,The Ultimate Fighter: Heavyweights Finale,Matt Mitrione,Marcus Jones,Heavyweight
3733,The Ultimate Fighter: Heavyweights Finale,James McSweeney,Darrill Schoonover,Heavyweight
3734,The Ultimate Fighter: Heavyweights Finale,Jon Madsen,Justin Wren,Heavyweight
3735,The Ultimate Fighter: Heavyweights Finale,Brian Stann,Rodney Wallace,Light Heavyweight
3736,The Ultimate Fighter: Heavyweights Finale,John Howard,Dennis Hallman,Welterweight
3737,The Ultimate Fighter: Heavyweights Finale,Mark Bocek,Joe Brammer,Lightweight
3738,UFC 106: Ortiz vs Griffin 2,Forrest Griffin,Tito Ortiz,Light Heavyweight
3739,UFC 106: Ortiz vs Griffin 2,Josh Koscheck,Anthony Johnson,Welterweight
3740,UFC 106: Ortiz vs Griffin 2,Paulo Thiago,Jacob Volkmann,Welterweight
3741,UFC 106: Ortiz vs Griffin 2,Rogerio Nogueira,Luiz Cane,Light Heavyweight
3742,UFC 106: Ortiz vs Griffin 2,Amir Sadollah,Phil Baroni,Welterweight
3743,UFC 106: Ortiz vs Griffin 2,Ben Saunders,Marcus Davis,Welterweight
3744,UFC 106: Ortiz vs Griffin 2,Kendall Grove,Jake Rosholt,Middleweight
3745,UFC 106: Ortiz vs Griffin 2,Brian Foster,Brock Larson,Welterweight
3746,UFC 106: Ortiz vs Griffin 2,Caol Uno,Fabricio Camoes,Lightweight
3747,UFC 106: Ortiz vs Griffin 2,George Sotiropoulos,Jason Dent,Lightweight
3748,UFC 105: Couture vs Vera,Randy Couture,Brandon Vera,Light Heavyweight
3749,UFC 105: Couture vs Vera,Dan Hardy,Mike Swick,Welterweight
3750,UFC 105: Couture vs Vera,Michael Bisping,Denis Kang,Middleweight
3751,UFC 105: Couture vs Vera,Matt Brown,James Wilks,Welterweight
3752,UFC 105: Couture vs Vera,Ross Pearson,Aaron Riley,Lightweight
3753,UFC 105: Couture vs Vera,John Hathaway,Paul Taylor,Welterweight
3754,UFC 105: Couture vs Vera,Terry Etim,Shannon Gugerty,Lightweight
3755,UFC 105: Couture vs Vera,Nick Osipczak,Matthew Riddle,Welterweight
3756,UFC 105: Couture vs Vera,Dennis Siver,Paul Kelly,Lightweight
3757,UFC 105: Couture vs Vera,Alexander Gustafsson,Jared Hamman,Light Heavyweight
3758,UFC 105: Couture vs Vera,Andre Winner,Rolando Delgado,Lightweight
3759,UFC 104: Machida vs Shogun,Lyoto Machida,Mauricio Rua,Light Heavyweight
3760,UFC 104: Machida vs Shogun,Cain Velasquez,Ben Rothwell,Heavyweight
3761,UFC 104: Machida vs Shogun,Gleison Tibau,Josh Neer,Lightweight
3762,UFC 104: Machida vs Shogun,Joe Stevenson,Spencer Fisher,Lightweight
3763,UFC 104: Machida vs Shogun,Anthony Johnson,Yoshiyuki Yoshida,Welterweight
3764,UFC 104: Machida vs Shogun,Ryan Bader,Eric Schafer,Light Heavyweight
3765,UFC 104: Machida vs Shogun,Pat Barry,Antoni Hardonk,Heavyweight
3766,UFC 104: Machida vs Shogun,Chael Sonnen,Yushin Okami,Middleweight
3767,UFC 104: Machida vs Shogun,Jorge Rivera,Rob Kimmons,Middleweight
3768,UFC 104: Machida vs Shogun,Kyle Kingsbury,Razak Al-Hassan,Light Heavyweight
3769,UFC 104: Machida vs Shogun,Stefan Struve,Chase Gormley,Heavyweight
3770,UFC 103: Franklin vs Belfort,Vitor Belfort,Rich Franklin,Catch Weight
3771,UFC 103: Franklin vs Belfort,Junior Dos Santos,Mirko Cro Cop,Heavyweight
3772,UFC 103: Franklin vs Belfort,Paul Daley,Martin Kampmann,Welterweight
3773,UFC 103: Franklin vs Belfort,Josh Koscheck,Frank Trigg,Welterweight
3774,UFC 103: Franklin vs Belfort,Tyson Griffin,Hermes Franca,Lightweight
3775,UFC 103: Franklin vs Belfort,Efrain Escudero,Cole Miller,Lightweight
3776,UFC 103: Franklin vs Belfort,Tomasz Drwal,Drew McFedries,Middleweight
3777,UFC 103: Franklin vs Belfort,Jim Miller,Steve Lopez,Lightweight
3778,UFC 103: Franklin vs Belfort,Nik Lentz,Rafaello Oliveira,Lightweight
3779,UFC 103: Franklin vs Belfort,Rick Story,Brian Foster,Welterweight
3780,UFC 103: Franklin vs Belfort,Eliot Marshall,Jason Brilz,Light Heavyweight
3781,UFC 103: Franklin vs Belfort,Vladimir Matyushenko,Igor Pokrajac,Light Heavyweight
3782,UFC 103: Franklin vs Belfort,Rafael Dos Anjos,Rob Emerson,Lightweight
3783,UFC Fight Night: Diaz vs Guillard,Nate Diaz,Melvin Guillard,Lightweight
3784,UFC Fight Night: Diaz vs Guillard,Gray Maynard,Roger Huerta,Lightweight
3785,UFC Fight Night: Diaz vs Guillard,Carlos Condit,Jake Ellenberger,Welterweight
3786,UFC Fight Night: Diaz vs Guillard,Nate Quarry,Tim Credeur,Middleweight
3787,UFC Fight Night: Diaz vs Guillard,Brian Stann,Steve Cantwell,Light Heavyweight
3788,UFC Fight Night: Diaz vs Guillard,Mike Pyle,Chris Wilson,Welterweight
3789,UFC Fight Night: Diaz vs Guillard,CB Dollaway,Jay Silva,Middleweight
3790,UFC Fight Night: Diaz vs Guillard,Jeremy Stephens,Justin Buchholz,Lightweight
3791,UFC Fight Night: Diaz vs Guillard,Mike Pierce,Brock Larson,Welterweight
3792,UFC Fight Night: Diaz vs Guillard,Ryan Jensen,Steve Steinbeiss,Middleweight
3793,UFC 102: Couture vs Nogueira,Minotauro Nogueira,Randy Couture,Heavyweight
3794,UFC 102: Couture vs Nogueira,Thiago Silva,Keith Jardine,Light Heavyweight
3795,UFC 102: Couture vs Nogueira,Jake Rosholt,Chris Leben,Middleweight
3796,UFC 102: Couture vs Nogueira,Nate Marquardt,Demian Maia,Middleweight
3797,UFC 102: Couture vs Nogueira,Brandon Vera,Krzysztof Soszynski,Light Heavyweight
3798,UFC 102: Couture vs Nogueira,Aaron Simpson,Ed Herman,Middleweight
3799,UFC 102: Couture vs Nogueira,Gabriel Gonzaga,Chris Tuchscherer,Heavyweight
3800,UFC 102: Couture vs Nogueira,Mike Russow,Justin McCully,Heavyweight
3801,UFC 102: Couture vs Nogueira,Todd Duffee,Tim Hague,Heavyweight
3802,UFC 102: Couture vs Nogueira,Mark Munoz,Nick Catone,Middleweight
3803,UFC 102: Couture vs Nogueira,Evan Dunham,Marcus Aurelio,Lightweight
3804,UFC 101: Declaration,BJ Penn,Kenny Florian,Lightweight
3805,UFC 101: Declaration,Anderson Silva,Forrest Griffin,Light Heavyweight
3806,UFC 101: Declaration,Aaron Riley,Shane Nelson,Lightweight
3807,UFC 101: Declaration,Johny Hendricks,Amir Sadollah,Welterweight
3808,UFC 101: Declaration,Ricardo Almeida,Kendall Grove,Middleweight
3809,UFC 101: Declaration,Kurt Pellegrino,Josh Neer,Lightweight
3810,UFC 101: Declaration,John Howard,Tamdan McCrory,Welterweight
3811,UFC 101: Declaration,Alessio Sakara,Thales Leites,Middleweight
3812,UFC 101: Declaration,Matthew Riddle,Dan Cramer,Welterweight
3813,UFC 101: Declaration,George Sotiropoulos,George Roop,Lightweight
3814,UFC 101: Declaration,Jesse Lennox,Danillo Villefort,Welterweight
3815,UFC 100,Jon Fitch,Paulo Thiago,Welterweight
3816,UFC 100,Brock Lesnar,Frank Mir,Heavyweight
3817,UFC 100,Georges St-Pierre,Thiago Alves,Welterweight
3818,UFC 100,Dan Henderson,Michael Bisping,Middleweight
3819,UFC 100,Yoshihiro Akiyama,Alan Belcher,Middleweight
3820,UFC 100,Mark Coleman,Stephan Bonnar,Light Heavyweight
3821,UFC 100,Jim Miller,Mac Danzig,Lightweight
3822,UFC 100,Jon Jones,Jake O'Brien,Light Heavyweight
3823,UFC 100,Dong Hyun Kim,TJ Grant,Welterweight
3824,UFC 100,Tom Lawlor,CB Dollaway,Middleweight
3825,UFC 100,Shannon Gugerty,Matt Grice,Lightweight
3826,The Ultimate Fighter: Team US vs Team UK Finale,Diego Sanchez,Clay Guida,Lightweight
3827,The Ultimate Fighter: Team US vs Team UK Finale,James Wilks,DaMarques Johnson,Welterweight
3828,The Ultimate Fighter: Team US vs Team UK Finale,Chris Lytle,Kevin Burns,Welterweight
3829,The Ultimate Fighter: Team US vs Team UK Finale,Ross Pearson,Andre Winner,Lightweight
3830,The Ultimate Fighter: Team US vs Team UK Finale,Joe Stevenson,Nate Diaz,Lightweight
3831,The Ultimate Fighter: Team US vs Team UK Finale,Melvin Guillard,Gleison Tibau,Lightweight
3832,The Ultimate Fighter: Team US vs Team UK Finale,Brad Blackburn,Edgar Garcia,Welterweight
3833,The Ultimate Fighter: Team US vs Team UK Finale,Tomasz Drwal,Mike Ciesnolevicz,Light Heavyweight
3834,The Ultimate Fighter: Team US vs Team UK Finale,Nick Osipczak,Frank Lester,Welterweight
3835,The Ultimate Fighter: Team US vs Team UK Finale,Jason Dent,Cameron Dollar,Lightweight
3836,UFC 99: The Comeback,Rich Franklin,Wanderlei Silva,Catch Weight
3837,UFC 99: The Comeback,Cain Velasquez,Cheick Kongo,Heavyweight
3838,UFC 99: The Comeback,Mirko Cro Cop,Mostapha Al-Turk,Heavyweight
3839,UFC 99: The Comeback,Mike Swick,Ben Saunders,Welterweight
3840,UFC 99: The Comeback,Spencer Fisher,Caol Uno,Lightweight
3841,UFC 99: The Comeback,Dan Hardy,Marcus Davis,Welterweight
3842,UFC 99: The Comeback,Terry Etim,Justin Buchholz,Lightweight
3843,UFC 99: The Comeback,Dennis Siver,Dale Hartt,Lightweight
3844,UFC 99: The Comeback,Paul Taylor,Peter Sobotta,Middleweight
3845,UFC 99: The Comeback,Paul Kelly,Rolando Delgado,Lightweight
3846,UFC 99: The Comeback,Stefan Struve,Denis Stojnic,Heavyweight
3847,UFC 99: The Comeback,John Hathaway,Rick Story,Welterweight
3848,UFC 98: Evans vs Machida,Lyoto Machida,Rashad Evans,Light Heavyweight
3849,UFC 98: Evans vs Machida,Matt Hughes,Matt Serra,Welterweight
3850,UFC 98: Evans vs Machida,Drew McFedries,Xavier Foupa-Pokam,Middleweight
3851,UFC 98: Evans vs Machida,Chael Sonnen,Dan Miller,Middleweight
3852,UFC 98: Evans vs Machida,Frankie Edgar,Sean Sherk,Lightweight
3853,UFC 98: Evans vs Machida,Brock Larson,Mike Pyle,Welterweight
3854,UFC 98: Evans vs Machida,Tim Hague,Pat Barry,Heavyweight
3855,UFC 98: Evans vs Machida,Kyle Bradley,Phillipe Nover,Lightweight
3856,UFC 98: Evans vs Machida,Krzysztof Soszynski,Andre Gusmao,Light Heavyweight
3857,UFC 98: Evans vs Machida,Yoshiyuki Yoshida,Brandon Wolff,Welterweight
3858,UFC 98: Evans vs Machida,George Roop,David Kaplan,Lightweight
3859,UFC 97: Redemption,Anderson Silva,Thales Leites,Middleweight
3860,UFC 97: Redemption,Sam Stout,Matt Wiman,Lightweight
3861,UFC 97: Redemption,Mauricio Rua,Chuck Liddell,Light Heavyweight
3862,UFC 97: Redemption,Krzysztof Soszynski,Brian Stann,Light Heavyweight
3863,UFC 97: Redemption,Cheick Kongo,Antoni Hardonk,Heavyweight
3864,UFC 97: Redemption,Luiz Cane,Steve Cantwell,Light Heavyweight
3865,UFC 97: Redemption,Denis Kang,Xavier Foupa-Pokam,Middleweight
3866,UFC 97: Redemption,Nate Quarry,Jason MacDonald,Middleweight
3867,UFC 97: Redemption,Ed Herman,David Loiseau,Middleweight
3868,UFC 97: Redemption,Mark Bocek,David Bielkheden,Lightweight
3869,UFC 97: Redemption,TJ Grant,Ryo Chonan,Welterweight
3870,UFC 97: Redemption,Eliot Marshall,Vinny Magalhaes,Light Heavyweight
3871,UFC Fight Night: Condit vs Kampmann,Martin Kampmann,Carlos Condit,Welterweight
3872,UFC Fight Night: Condit vs Kampmann,Ryan Bader,Carmelo Marrero,Light Heavyweight
3873,UFC Fight Night: Condit vs Kampmann,Tyson Griffin,Rafael Dos Anjos,Lightweight
3874,UFC Fight Night: Condit vs Kampmann,Cole Miller,Junie Browning,Lightweight
3875,UFC Fight Night: Condit vs Kampmann,Gleison Tibau,Jeremy Stephens,Lightweight
3876,UFC Fight Night: Condit vs Kampmann,Ricardo Almeida,Matt Horwich,Middleweight
3877,UFC Fight Night: Condit vs Kampmann,Brock Larson,Jesse Sanders,Welterweight
3878,UFC Fight Night: Condit vs Kampmann,Tim Credeur,Nick Catone,Middleweight
3879,UFC Fight Night: Condit vs Kampmann,Jorge Rivera,Nissen Osterneck,Middleweight
3880,UFC Fight Night: Condit vs Kampmann,Rob Kimmons,Joe Vedepo,Middleweight
3881,UFC Fight Night: Condit vs Kampmann,Aaron Simpson,Tim McKenzie,Middleweight
3882,UFC 96: Jackson vs Jardine,Rampage Jackson,Keith Jardine,Light Heavyweight
3883,UFC 96: Jackson vs Jardine,Shane Carwin,Gabriel Gonzaga,Heavyweight
3884,UFC 96: Jackson vs Jardine,Matt Brown,Pete Sell,Welterweight
3885,UFC 96: Jackson vs Jardine,Matt Hamill,Mark Munoz,Light Heavyweight
3886,UFC 96: Jackson vs Jardine,Gray Maynard,Jim Miller,Lightweight
3887,UFC 96: Jackson vs Jardine,Tamdan McCrory,Ryan Madigan,Welterweight
3888,UFC 96: Jackson vs Jardine,Kendall Grove,Jason Day,Middleweight
3889,UFC 96: Jackson vs Jardine,Jason Brilz,Tim Boetsch,Light Heavyweight
3890,UFC 96: Jackson vs Jardine,Brandon Vera,Michael Patt,Light Heavyweight
3891,UFC 96: Jackson vs Jardine,Shane Nelson,Aaron Riley,Lightweight
3892,UFC 95: Sanchez vs Stevenson,Diego Sanchez,Joe Stevenson,Lightweight
3893,UFC 95: Sanchez vs Stevenson,Dan Hardy,Rory Markham,Welterweight
3894,UFC 95: Sanchez vs Stevenson,Nate Marquardt,Wilson Gouveia,Middleweight
3895,UFC 95: Sanchez vs Stevenson,Demian Maia,Chael Sonnen,Middleweight
3896,UFC 95: Sanchez vs Stevenson,Paulo Thiago,Josh Koscheck,Welterweight
3897,UFC 95: Sanchez vs Stevenson,Terry Etim,Brian Cobb,Lightweight
3898,UFC 95: Sanchez vs Stevenson,Junior Dos Santos,Stefan Struve,Heavyweight
3899,UFC 95: Sanchez vs Stevenson,Evan Dunham,Per Eklund,Lightweight
3900,UFC 95: Sanchez vs Stevenson,Mike Ciesnolevicz,Neil Grove,Heavyweight
3901,UFC 95: Sanchez vs Stevenson,Paul Kelly,Troy Mandaloniz,Welterweight
3902,UFC Fight Night: Lauzon vs Stephens,Joe Lauzon,Jeremy Stephens,Lightweight
3903,UFC Fight Night: Lauzon vs Stephens,Cain Velasquez,Denis Stojnic,Heavyweight
3904,UFC Fight Night: Lauzon vs Stephens,Josh Neer,Mac Danzig,Lightweight
3905,UFC Fight Night: Lauzon vs Stephens,Anthony Johnson,Luigi Fioravanti,Welterweight
3906,UFC Fight Night: Lauzon vs Stephens,Kurt Pellegrino,Rob Emerson,Lightweight
3907,UFC Fight Night: Lauzon vs Stephens,Dan Miller,Jake Rosholt,Middleweight
3908,UFC Fight Night: Lauzon vs Stephens,Matt Veach,Matt Grice,Lightweight
3909,UFC Fight Night: Lauzon vs Stephens,Gleison Tibau,Rich Clementi,Lightweight
3910,UFC Fight Night: Lauzon vs Stephens,Nick Catone,Derek Downey,Middleweight
3911,UFC Fight Night: Lauzon vs Stephens,Matthew Riddle,Steve Bruno,Welterweight
3912,UFC 94: St-Pierre vs Penn 2,Georges St-Pierre,BJ Penn,Welterweight
3913,UFC 94: St-Pierre vs Penn 2,Lyoto Machida,Thiago Silva,Light Heavyweight
3914,UFC 94: St-Pierre vs Penn 2,Jon Jones,Stephan Bonnar,Light Heavyweight
3915,UFC 94: St-Pierre vs Penn 2,Karo Parisyan,Dong Hyun Kim,Welterweight
3916,UFC 94: St-Pierre vs Penn 2,Clay Guida,Nate Diaz,Lightweight
3917,UFC 94: St-Pierre vs Penn 2,Jon Fitch,Akihiro Gono,Welterweight
3918,UFC 94: St-Pierre vs Penn 2,Thiago Tavares,Manvel Gamburyan,Lightweight
3919,UFC 94: St-Pierre vs Penn 2,John Howard,Chris Wilson,Welterweight
3920,UFC 94: St-Pierre vs Penn 2,Jake O'Brien,Christian Wellisch,Light Heavyweight
3921,UFC 94: St-Pierre vs Penn 2,Dan Cramer,Matt Arroyo,Welterweight
3922,UFC 93: Franklin vs Henderson,Dan Henderson,Rich Franklin,Light Heavyweight
3923,UFC 93: Franklin vs Henderson,Mauricio Rua,Mark Coleman,Light Heavyweight
3924,UFC 93: Franklin vs Henderson,Rousimar Palhares,Jeremy Horn,Middleweight
3925,UFC 93: Franklin vs Henderson,Alan Belcher,Denis Kang,Middleweight
3926,UFC 93: Franklin vs Henderson,Marcus Davis,Chris Lytle,Welterweight
3927,UFC 93: Franklin vs Henderson,John Hathaway,Tom Egan,Welterweight
3928,UFC 93: Franklin vs Henderson,Martin Kampmann,Alexandre Barros,Welterweight
3929,UFC 93: Franklin vs Henderson,Eric Schafer,Antonio Mendes,Light Heavyweight
3930,UFC 93: Franklin vs Henderson,Tomasz Drwal,Ivan Serati,Light Heavyweight
3931,UFC 93: Franklin vs Henderson,Dennis Siver,Nate Mohr,Lightweight
3932,UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin,Light Heavyweight
3933,UFC 92: The Ultimate 2008,Frank Mir,Minotauro Nogueira,Heavyweight
3934,UFC 92: The Ultimate 2008,CB Dollaway,Mike Massenzio,Middleweight
3935,UFC 92: The Ultimate 2008,Rampage Jackson,Wanderlei Silva,Light Heavyweight
3936,UFC 92: The Ultimate 2008,Cheick Kongo,Mostapha Al-Turk,Heavyweight
3937,UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,Middleweight
3938,UFC 92: The Ultimate 2008,Antoni Hardonk,Mike Wessel,Heavyweight
3939,UFC 92: The Ultimate 2008,Matt Hamill,Reese Andy,Light Heavyweight
3940,UFC 92: The Ultimate 2008,Brad Blackburn,Ryo Chonan,Welterweight
3941,UFC 92: The Ultimate 2008,Pat Barry,Dan Evensen,Heavyweight
3942,The Ultimate Fighter Finale: Team Nog vs Team Mir,Efrain Escudero,Phillipe Nover,Lightweight
3943,The Ultimate Fighter Finale: Team Nog vs Team Mir,Ryan Bader,Vinny Magalhaes,Light Heavyweight
3944,The Ultimate Fighter Finale: Team Nog vs Team Mir,Anthony Johnson,Kevin Burns,Welterweight
3945,The Ultimate Fighter Finale: Team Nog vs Team Mir,Wilson Gouveia,Jason MacDonald,Middleweight
3946,The Ultimate Fighter Finale: Team Nog vs Team Mir,Junie Browning,David Kaplan,Lightweight
3947,The Ultimate Fighter Finale: Team Nog vs Team Mir,Krzysztof Soszynski,Shane Primm,Light Heavyweight
3948,The Ultimate Fighter Finale: Team Nog vs Team Mir,Eliot Marshall,Jules Bruchez,Light Heavyweight
3949,The Ultimate Fighter Finale: Team Nog vs Team Mir,Tom Lawlor,Kyle Kingsbury,Light Heavyweight
3950,The Ultimate Fighter Finale: Team Nog vs Team Mir,Shane Nelson,George Roop,Lightweight
3951,The Ultimate Fighter Finale: Team Nog vs Team Mir,Rolando Delgado,John Polakowski,Lightweight
3952,UFC Fight Night - Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,Welterweight
